12th percentage,cet rank,distance,branch,college
66.2,140280,563,CE,E210
63.9,101590,5,ME,E147
79.3,6891,5,CE,E005
72.5,50255,17,CE,E043
80.4,23135,16,ME,E155
73.1,16255,601,CS,E257
70.4,22065,3,EE,E128
70.2,46121,927,ME,E262
61,134013,17,EE,E139
76.5,12401,16,EE,E241
74,8937,17,EE,E022
81.9,11755,6,IM,E006
73.1,12707,566,EC,E178
67.2,52056,12,EE,E106
66.2,39025,576,EE,E017
56.1,35953,98,IE,E092
68.3,73292,756,ME,E146
65.9,75843,439,EE,E152
68.7,48902,4,CE,E142
70.1,5443,977,EE,E006
64.4,44984,721,CS,E092
61.2,64490,2,CS,E089
61.3,69952,17,EC,E032
70.9,54935,20,EC,E205
62.3,82741,790,EC,E210
58.5,36084,20,ME,E061
61.8,116265,9,EC,E207
91.4,4600,18,ME,E057
57.4,38817,4,EC,E033
58,244482,294,ME,E252
74.1,9922,8,EC,E002
72.8,8111,983,ME,E126
71.7,68649,253,CE,E154
68.1,81388,581,CE,E079
81.4,5040,673,IE,E047
71.6,164852,860,CE,E111
59.9,40666,724,EC,E232
67.6,40644,20,TC,E065
70.1,51350,192,ME,E029
64.5,359490,840,EE,E130
66.9,36191,14,IE,E077
59,63764,9,TC,E091
62.2,37424,674,CS,E205
61.1,54243,568,EC,E135
72.2,161073,625,EC,E094
70.9,136774,112,CE,E206
86.2,3046,3,EE,E006
59.1,97552,673,ME,E085
79.6,17441,738,EC,E142
66,61008,654,CS,E055
72.1,17014,169,EE,E212
76.2,27210,8,CS,E121
59.7,41982,14,CE,E061
71.6,17086,14,EC,E037
69.1,40447,773,CH,E011
61.6,118778,2,CE,E119
72.1,6823,328,CS,E047
72.7,149389,11,ME,E149
56.4,33826,567,IE,E049
72,20867,196,EC,E086
71,25792,235,EC,E108
66.5,35523,358,EE,E040
61.6,77229,739,CE,E094
76.3,18079,18,CE,E023
64.1,84007,19,ME,E029
68.4,41831,5,EC,E149
59.4,64934,254,IE,E077
57.5,188693,7,EC,E186
61.9,72944,2,ME,E010
68.3,45933,7,EI,E049
62.5,99108,179,CE,E269
68.8,93576,310,CE,E112
62,112421,698,CE,E252
62.6,76024,442,CE,E210
73,95021,13,ME,E038
61.8,56197,773,EE,E232
65.7,147568,799,CE,E199
81.6,10908,614,EI,E007
70.2,16516,939,SE,E011
80.3,12538,304,EC,E053
81.1,24494,6,CS,E207
73,14657,928,CS,E065
59.3,70337,852,EC,E015
71.2,45752,12,EC,E040
64,102944,257,EC,E157
70.1,29671,12,CE,E031
57.3,64407,3,ME,E014
68.6,109151,830,ME,E098
58.7,80841,300,CE,E097
70.2,40191,16,EE,E115
79.6,5655,627,EE,E012
63.3,122361,14,CS,E202
78.8,7395,134,BT,E053
70.9,17962,19,ME,E007
58.7,106181,8,EE,E081
71.3,42607,19,EE,E097
71,13103,202,EE,E071
74,23473,19,EC,E166
72.5,7995,796,EC,E141
59.1,37544,750,AU,E078
77.6,20017,132,CS,E064
65.6,38096,10,EC,E133
56.9,39829,628,IE,E145
72.4,29881,648,EE,E053
56.6,109876,4,ME,E196
67.9,37773,455,TC,E065
70.5,20902,130,EC,E036
66.2,136730,19,EE,E055
74.6,16498,109,CS,E011
59.4,50419,12,CS,E254
81.9,18652,10,EE,E024
78,18294,643,EE,E108
78.6,22590,9,IE,E011
73.1,19170,336,EC,E086
72.9,32166,255,CS,E133
75.2,21747,202,CS,E028
68.2,36929,18,EE,E059
72.2,26819,947,ME,E205
89,4013,785,EE,E021
57.3,111927,577,EE,E136
77.9,28719,652,ME,E274
70.4,41506,425,CS,E124
61,68327,18,CE,E064
60.8,55596,19,EC,E161
84.3,3425,205,CS,E107
72.5,154760,946,EC,E110
71.7,23683,481,EC,E235
71.8,21928,15,AU,E007
85,4903,682,AE,E007
79.2,26409,852,EC,E182
58.8,107149,21,ME,E040
73.4,22912,555,EC,E145
78.2,28241,111,CE,E096
70.5,69474,530,EE,E272
81.7,10918,13,MD,E048
71,14134,17,CS,E129
81.3,10787,870,EE,E007
56.6,34424,51,ME,E059
63.3,114361,801,CE,E094
57.8,39210,335,CS,E049
56.4,69343,823,CE,E128
58.4,39180,289,ME,E024
88.8,3261,809,IM,E005
66.6,584519,792,ME,E237
71.2,45507,924,ME,E036
57.6,140153,18,IE,E165
90.1,453,668,CS,E001
87.3,1719,11,CS,E178
79.3,17922,100,MD,E006
97.4,590,9,EC,E003
60.8,36147,903,ME,E262
65.8,52515,887,EC,E106
70.7,72370,14,CS,E117
69.2,42804,3,CE,E089
82,8844,17,CS,E100
56.5,54470,859,IE,E133
63.1,98213,20,ME,E129
71.6,15091,208,EE,E022
71.3,25273,15,IE,E065
92.6,807,66,CS,E012
62.2,36356,294,EC,E066
71.8,28487,15,CS,E040
58,100548,8,ME,E134
79.8,27569,54,EC,E114
82.6,1248,258,EC,E009
80.8,5721,4,SE,E235
75.1,24401,14,EC,E011
60.6,89613,9,ME,E114
66.4,305693,11,ME,E089
68,92795,982,MT,E095
72.7,130756,12,EE,E181
71.5,70680,848,CE,E018
81,28023,341,CS,E209
65.1,58904,9,BT,E055
78.2,16101,983,EE,E077
73.8,13913,710,EE,E121
57.1,185486,8,ME,E124
85.1,4252,16,EC,E008
70.1,200364,570,CE,E160
66.1,148399,10,EC,E094
63.7,88182,981,CE,E111
76.9,11621,556,EE,E007
87.2,1260,514,BT,E048
81.6,23563,582,CE,E038
68.7,76363,13,ME,E078
56.4,131589,11,ME,E257
80.4,9676,687,EC,E178
68.5,54149,7,CS,E259
81.3,7799,413,CS,E129
71.9,12965,16,EC,E099
82.3,11068,55,EC,E091
62.5,76748,16,EC,E077
66.8,61398,8,EC,E029
71.7,197611,183,EE,E043
69.7,112262,611,ME,E208
71.7,25673,908,CE,E046
57.1,163910,3,CE,E081
70.1,55435,223,IE,E110
70.7,25158,981,EE,E037
94.2,949,688,IE,E008
61.7,69586,12,ME,E081
77.8,21330,400,ME,E209
71,18047,120,CE,E274
62.2,130881,8,EC,E273
70.4,51010,585,ME,E075
58,113982,8,IP,E045
78.3,10350,634,CE,E030
73.2,10666,4,EE,E126
82,17869,11,EI,E007
59.4,290089,10,EC,E175
73.8,6331,611,EC,E023
82.4,14336,573,CE,E065
72.5,23453,8,EE,E038
63.9,75630,984,ME,E094
71.2,113514,8,EC,E204
70,89151,5,EE,E175
64.3,101305,266,CS,E146
82.1,26398,327,ME,E030
75.6,17943,300,IE,E053
72,59741,526,EE,E255
66.9,83684,10,EC,E045
75.2,5232,19,IM,E005
67.9,150030,11,EC,E216
72.6,33984,18,EC,E232
61.8,44873,612,EC,E185
81.4,10259,810,EE,E241
80.4,1446,956,EI,E005
73.3,13561,888,IE,E053
72,38660,6,EC,E089
71.7,22222,892,CS,E042
61.2,31142,18,CE,E010
58.7,37448,775,CE,E061
69.2,75719,235,CS,E076
64.8,157482,361,EE,E216
88.8,2749,555,CS,E056
61.2,52866,12,ME,E166
63.1,36301,11,CS,E175
70.6,46589,3,BI,E237
58.8,127397,114,ME,E204
80.5,13093,18,SE,E186
64.7,90073,656,CE,E113
67.2,68814,206,EC,E208
61.3,40593,6,MT,E232
63,43845,56,EC,E135
59.7,66042,637,IE,E087
70.2,5141,17,SE,E235
70.1,86672,20,ME,E209
59.9,65378,595,IM,E007
64.4,30457,15,ME,E162
69.7,327604,3,CE,E193
58,35587,16,AE,E239
56.1,34936,12,ME,E162
70.9,26277,7,ME,E108
66.9,127915,16,ME,E207
80.8,8515,394,CS,E062
79.9,27487,682,ME,E082
82.1,27748,697,CS,E086
64.8,71001,19,EC,E183
71.6,89336,878,EE,E181
63.1,40902,184,IE,E145
73.8,21153,7,CS,E091
80.6,20728,10,CH,E016
69.9,140292,8,CE,E171
56.8,54210,12,CE,E017
58.5,99158,346,EE,E135
75.8,11118,10,EE,E129
72.9,24540,217,EC,E087
66.7,79549,10,EE,E127
56.8,91550,405,TC,E102
76.8,29143,17,EE,E127
64.8,71759,12,CE,E151
59.5,34174,13,EC,E029
58.4,41915,53,EE,E106
64.6,42911,10,MT,E095
58.3,63092,268,CS,E189
72,25752,7,CE,E101
73.5,24507,15,EC,E240
77.8,7972,116,CS,E062
91,3806,273,EE,E030
74.3,24467,7,EE,E065
70.3,13402,362,EC,E144
70.8,80814,20,IE,E171
72.4,183553,11,CE,E182
85.3,2147,10,EC,E057
77.6,8794,243,CE,E012
75.5,29140,5,TC,E007
69.6,107481,13,ME,E035
67.2,70818,3,EE,E176
72,46831,3,EC,E260
67.7,41614,15,CE,E196
59.1,134934,20,EE,E112
70,21220,269,IE,E158
68,85955,358,ME,E121
64.7,80447,469,EI,E008
71.6,37428,20,IE,E142
66.9,89776,16,CE,E055
71.7,11832,10,EC,E037
66.1,54850,761,CS,E165
59.6,45324,4,EC,E208
71.1,55772,668,EE,E017
63.7,138046,13,ME,E151
80.1,10601,141,IE,E277
77.4,17998,11,IE,E101
72.9,148107,247,CE,E013
69,49028,4,CS,E255
81.3,4613,64,CS,E085
77.2,17926,740,TC,E011
71.3,607911,122,ME,E032
81,3538,4,IE,E099
62.4,184076,970,EE,E135
61.6,105954,178,EE,E101
81.7,28134,15,CT,E057
63.3,60957,501,IE,E147
90.4,4374,258,CS,E065
94.9,394,13,IE,E005
90.3,234,371,CS,E006
71.3,109933,13,CE,E075
70.2,13680,339,ME,E016
69.3,74455,14,IE,E102
58,70386,8,EC,E177
81.4,6257,2,CS,E005
83.4,4039,168,CS,E056
81.7,23209,6,CS,E010
71.3,124855,17,IE,E018
79.3,26606,11,EE,E062
69.6,70242,14,EC,E117
63.6,84166,798,IE,E198
69.3,70126,19,CE,E110
64.6,86607,3,EC,E134
69.9,42841,8,EC,E165
68.1,97714,8,CE,E130
66.8,48553,785,EC,E092
67.7,92221,338,ME,E272
78,5281,807,EC,E030
66.4,52790,8,CE,E273
58.1,137120,17,EE,E136
70.9,15173,13,AE,E037
68.1,65973,5,CS,E070
64.6,33808,9,CS,E206
68.2,75759,729,CS,E132
68.5,176383,6,ME,E239
61,86311,670,ME,E015
90.4,4698,311,CE,E003
72.7,97163,9,ME,E180
74.4,17444,5,CI,E232
77,21490,782,AU,E079
82.3,4966,6,CS,E107
57.9,56787,446,EI,E008
70.2,43217,286,CE,E102
67.1,153847,602,EC,E191
63.3,155132,407,EE,E134
76.6,5174,12,CS,E012
72,77013,78,EC,E188
64.2,101480,875,CE,E154
76,16468,6,CS,E103
70.6,39860,849,EC,E033
74.1,18630,12,EC,E156
77.2,16953,13,CS,E099
56.1,108402,4,ME,E067
90.3,1991,11,SE,E048
87.4,4606,8,EE,E016
62.7,52130,18,BT,E055
97.5,382,459,CS,E009
68.3,267889,472,ME,E239
69.8,48560,17,EE,E015
74.4,18324,3,CS,E036
81.7,18026,21,CS,E232
71.7,28113,787,ME,E012
80.9,11071,12,BT,E016
71.5,69091,13,EC,E146
71.9,68437,508,CE,E163
66.4,72781,19,IP,E047
68.4,118567,542,ME,E206
68.4,154727,860,ME,E254
59.3,210461,359,CS,E089
65.2,71669,18,EC,E123
82.4,24394,15,CS,E199
64.5,335032,5,ME,E186
60.2,34644,20,CS,E059
66.8,56045,477,CS,E139
80.1,21057,14,CS,E155
61.5,134906,349,ME,E098
69.7,69427,19,EC,E257
69.1,129981,15,CE,E077
81.7,6147,6,EI,E006
70.9,310597,167,ME,E237
60.9,131333,14,ME,E128
59.9,40027,127,ME,E018
71.5,13016,439,CE,E041
70.7,43746,8,ME,E262
57.5,30395,422,EC,E066
75.8,13880,4,EC,E210
64.4,42577,11,IE,E014
76.6,8343,2,EE,E007
93.9,552,9,IE,E048
70.6,46817,659,EE,E053
79,11719,256,CE,E007
69.9,93860,347,CS,E172
73.8,7862,945,EE,E166
63.8,77307,20,EE,E045
80.5,22787,4,CS,E089
59.5,127395,5,EE,E175
60.3,140469,19,CE,E093
71.6,17968,8,EC,E103
58.5,224471,964,ME,E254
60.8,33703,148,IE,E068
93,198,541,EE,E005
93,662,16,EC,E006
66.1,163174,21,CE,E193
58.9,94582,20,EI,E061
65,82834,10,CE,E151
69.7,46246,5,ME,E047
57.6,202559,958,EC,E112
57.4,55448,212,CE,E164
72.8,48868,13,EE,E035
58.5,93768,298,EC,E199
76.9,13372,751,CS,E031
81.4,28720,553,ME,E069
62.2,55647,165,EE,E152
61.6,59060,11,CS,E013
74.2,16219,6,EC,E041
68.3,71569,51,ME,E018
63.6,30453,20,TC,E011
60.7,100250,16,ME,E102
60.5,111845,18,EE,E132
72.8,58018,10,ME,E087
79.3,29746,3,IE,E152
78.5,21770,538,CS,E194
62.1,187047,901,ME,E180
56.6,31656,21,CE,E212
78.5,19189,755,EE,E133
70.2,24203,999,EC,E152
68.9,55695,13,EC,E028
70.8,59328,4,IP,E061
86.5,2846,21,CS,E510
72,54344,21,CS,E110
78.1,10796,167,CS,E085
62.8,136581,4,CE,E112
80,23382,18,CE,E033
77.8,18174,12,EE,E166
74.6,25391,13,CH,E034
68.8,116441,18,EC,E120
57.3,102368,764,AU,E049
66.3,39990,3,CS,E028
66.4,37484,674,EC,E065
68.8,53685,2,CE,E134
69.6,44130,4,IM,E009
71.3,32578,15,AU,E023
70.1,21015,4,CH,E034
60.3,79542,985,CE,E162
62.5,57865,15,ME,E274
71.4,5646,18,CS,E005
61.3,159522,193,IE,E096
71.7,70986,9,EC,E114
57.2,35951,4,PT,E021
76.7,12770,271,IP,E021
58,50311,175,IE,E147
59.1,138032,14,CE,E198
62.4,37721,12,CE,E036
79,17528,20,EE,E058
63,38387,766,CS,E145
77.3,11584,11,AE,E079
57.5,67066,717,AE,E208
66.5,49270,4,IM,E017
86,3980,21,EI,E048
92,299,441,ME,E005
89.8,4190,639,IE,E007
64.1,44440,20,BT,E114
68,162303,21,EC,E176
76.4,22217,10,CS,E142
77.9,20760,51,EI,E122
61.9,54993,721,EC,E106
76.9,12206,12,EC,E060
75.3,16644,111,EC,E156
60.4,78391,412,EE,E150
68.2,67185,20,EE,E102
60.5,134179,3,EC,E035
72.4,5198,261,CS,E065
61.1,79573,430,EC,E254
60.1,37070,8,ME,E082
71.2,30353,663,ME,E099
56.1,48604,19,ME,E100
67.9,146631,85,CE,E100
63.1,159425,6,ME,E038
70.7,68238,392,ME,E173
69.9,117795,156,EC,E094
89.9,4835,76,AE,E151
61.4,42073,16,CS,E254
71.8,17011,5,CS,E206
67.9,145051,18,CE,E075
78.9,22026,629,EC,E167
61.9,59592,5,CS,E210
83.3,3950,3,BT,E053
63.9,61007,383,CE,E113
71.4,29756,2,EE,E232
71.5,51078,14,CS,E157
71.5,85084,137,EE,E054
81.7,21728,702,AU,E078
91.7,3609,207,CS,E058
78.7,14183,8,ME,E016
71.8,11197,11,SE,E240
58.6,94620,985,CS,E238
61.3,128282,612,ME,E168
67.7,75339,217,ME,E109
89,3525,16,EC,E001
78.5,6698,343,CS,E206
91,655,14,CS,E009
72.5,275253,291,CE,E208
64.5,50865,2,CE,E194
62.7,49967,677,CS,E109
70.2,151943,11,ME,E189
71.6,49046,6,CE,E106
82.1,12107,950,SE,E240
70,13211,889,EE,E121
56.7,58477,886,EC,E272
77.6,7009,5,TC,E006
77.1,13606,671,EC,E151
64.5,114780,563,CE,E070
72.4,13261,14,EC,E047
97.3,692,396,SE,E048
70.5,127750,2,ME,E164
62.3,66949,956,CS,E188
62.2,106718,150,ME,E144
67.1,65743,21,EC,E207
57.8,78010,317,EE,E177
79.7,21180,7,IE,E158
75.1,18545,19,CE,E012
72.7,121232,8,CS,E216
76.1,6886,723,BM,E042
81.1,3673,17,ME,E006
71.9,6643,2,CE,E060
56.8,125160,848,IE,E172
77.2,15752,113,CE,E024
71.2,105189,385,ME,E238
64,131051,171,CS,E269
72,139313,15,EC,E264
84.4,2818,11,EE,E003
82.7,13584,3,EE,E036
77.1,27003,678,IE,E160
57.8,58484,207,CS,E106
58.9,55833,754,CE,E014
62.9,38222,543,CE,E049
68.3,49115,4,CS,E177
82.3,13641,10,CE,E030
67.6,48994,14,ME,E083
73.7,21803,848,ME,E034
66.1,178946,21,ME,E264
78,7421,759,BT,E016
83.7,2252,15,CS,E016
70.8,14121,600,EE,E124
72.5,20423,633,CS,E135
78.6,27726,17,IE,E252
62,134633,20,EE,E132
73.6,29701,749,TC,E016
70.9,85418,398,CE,E060
56.4,46598,11,EC,E257
72.3,160581,21,CE,E100
78.4,20195,6,CS,E031
60,44697,559,ME,E082
68,55389,611,EC,E189
72,101201,10,CS,E213
66.6,112476,227,CE,E070
67.1,76471,15,CE,E035
57.4,159340,19,EE,E173
56.3,54726,8,AU,E059
71.4,48036,910,IE,E102
69.3,61025,15,EC,E175
68.2,199975,50,ME,E169
79.4,6370,132,ME,E021
63.7,47040,248,CS,E189
82.5,8818,17,EC,E053
72.4,279273,615,EE,E130
58.4,44038,2,IP,E023
70.6,6382,6,ME,E009
68.2,41621,962,CE,E129
76.3,28885,596,EC,E032
73.2,22099,2,AU,E023
66.9,110464,11,CE,E504
66.9,51505,433,IE,E014
89.8,3207,3,EE,E003
87.1,2952,13,CS,E016
60.6,101517,12,CS,E076
63.9,31247,355,CS,E165
68,58711,444,ME,E062
63.3,85307,50,ME,E067
58.7,90306,827,EC,E157
56.6,68184,9,ME,E099
59.3,153683,19,AU,E032
67.2,168131,9,CE,E216
69.9,104293,345,EC,E077
59.6,31001,739,CH,E062
63.4,43339,873,EC,E065
68.5,89098,709,CS,E238
59.7,74144,470,EC,E206
56.8,32040,17,CS,E257
72.4,139436,13,EC,E227
64.5,140474,456,ME,E238
67.4,32798,714,CE,E036
71.4,102249,18,EC,E165
56.9,62471,17,EC,E237
60.6,63052,14,CS,E193
75,21259,9,EC,E011
81.6,8084,3,EC,E120
79.5,10195,489,IE,E158
62.7,145741,324,EC,E028
67.6,45441,18,CS,E149
80.2,19024,589,CE,E071
64.2,86781,203,ME,E199
73.5,12833,4,RO,E241
58.4,134755,11,ME,E076
70.1,160210,9,EE,E112
76.8,19932,8,IP,E061
74.1,10330,18,CE,E057
72.4,176052,21,EE,E144
68.9,75525,95,EE,E134
71.7,18877,120,EC,E175
76.7,11481,16,EC,E212
71.2,27488,12,ME,E056
79.6,13164,2,CS,E065
86.8,2175,2,TC,E005
64.8,73218,6,ME,E014
73.4,13091,116,ME,E034
69,66245,199,ME,E206
72.2,61442,17,CS,E273
73.6,22245,17,AE,E201
60.9,49758,958,IM,E017
66,44067,961,CE,E063
59.6,41511,4,EC,E156
80.2,6693,728,IE,E126
90.8,1805,567,BT,E048
71.5,101029,377,ME,E204
72.1,49721,901,CE,E235
65.3,230728,737,ME,E127
77.3,17756,14,CS,E031
70.7,61618,8,EC,E033
64.9,69579,15,CS,E182
65.6,48795,614,EC,E065
88.7,4197,5,SE,E235
95.3,935,15,SE,E005
61.9,59915,4,EC,E173
72.9,6965,71,CE,E047
60.8,62014,132,TC,E102
78,22637,17,IE,E149
64.8,78712,14,CS,E255
75.9,10712,973,EC,E058
61.9,118670,423,EE,E203
68.8,79224,3,CS,E139
78.4,20374,355,CS,E090
68.3,121480,982,EE,E237
79.2,23700,8,TC,E011
90.2,2429,2,TC,E005
82.5,3608,5,EI,E021
56.9,58437,5,CE,E089
73.9,11257,13,CS,E077
72.2,7148,7,EE,E126
57.2,88383,19,CE,E159
68.7,32658,11,IP,E061
71.5,23056,57,EC,E071
58.6,37769,157,ME,E124
60.5,100287,246,CE,E081
65.8,98980,13,CS,E216
64.4,62197,20,ME,E162
56.7,86374,16,EE,E135
59.3,35048,7,IE,E158
70.4,167870,9,CE,E254
65.7,81618,734,EI,E008
58.4,42510,14,CS,E176
66.2,121016,861,IE,E134
73.4,22717,807,EC,E097
71.2,104601,14,ME,E164
60.4,37621,912,CE,E216
80.6,6539,849,EC,E126
64.6,136371,18,CR,E059
79.9,21001,16,ME,E235
64.9,114982,21,EC,E159
72.5,5835,17,CS,E129
62.6,41306,541,IE,E142
81.5,4793,734,CS,E141
88.9,3374,3,CH,E007
58.7,59490,857,CS,E095
80.1,16813,790,PT,E021
68.8,41869,356,EE,E015
68.9,68942,19,ME,E207
71.5,46643,480,CS,E121
73.2,18612,646,CS,E161
91.3,2357,18,CS,E126
87.7,2016,9,EC,E001
67.7,61436,838,ME,E129
74.6,7043,268,RO,E241
69.8,46650,6,ME,E082
72,16217,521,EI,E122
57.9,196286,10,CS,E264
70,72375,20,EC,E083
70.1,23418,6,EC,E113
80.8,11060,11,IE,E053
78,14512,3,TC,E016
56.7,168796,5,ME,E180
59.7,44090,15,EC,E079
68.6,32076,12,EI,E062
64.5,154309,970,EC,E077
71.4,136589,15,ME,E046
62.9,130068,193,EC,E124
74.7,16301,5,AE,E105
77.5,15764,9,CS,E014
61.4,73264,7,CS,E124
68,35384,9,EI,E082
67.4,43601,8,ME,E058
81.9,5430,507,IE,E047
68.1,104003,824,CS,E112
75.7,14567,3,ME,E235
61.3,66738,724,EC,E252
60.6,231899,777,CE,E176
59.8,69915,660,EC,E257
56.8,182460,7,CE,E152
66.1,58362,980,CE,E168
77.8,28633,591,AU,E049
72.3,6031,697,EC,E047
70.7,243120,19,EE,E165
75.9,16010,19,IE,E053
71.2,51693,394,TC,E012
71.1,282413,4,ME,E169
63.8,61971,242,TC,E102
73.5,20588,844,CE,E167
70.3,16223,10,CS,E011
78,26214,2,ME,E034
59.7,111119,631,ME,E062
67.6,214708,979,CE,E139
71.8,108305,16,EC,E054
60.4,137814,11,EC,E227
87.2,1441,12,IE,E006
73.3,6563,14,EC,E012
63.7,90565,588,CS,E172
71.1,266262,18,EE,E216
78.8,20188,9,EC,E097
65.2,148208,416,ME,E172
70.7,27244,20,CS,E168
91.3,44,772,CS,E005
62.6,140500,2,CE,E181
57.9,35244,19,CS,E095
96.9,854,17,CS,E007
68,148703,549,CE,E090
71.6,16474,13,ME,E241
58.1,47840,5,IE,E133
68.8,41154,954,ST,E002
70.9,21244,569,CS,E061
70.6,64695,15,ME,E099
66.4,32535,479,MT,E078
62.5,64395,6,CS,E130
69.1,93888,705,EC,E127
60.7,64621,12,MT,E111
56.1,55034,273,CE,E145
60.2,41217,13,CS,E237
66.1,86242,140,IM,E017
75.5,13881,376,ME,E235
56.8,39395,9,CE,E238
75.5,6128,362,CE,E047
74.9,6336,223,IE,E037
68.4,36285,359,CS,E104
81.4,9891,18,ME,E057
58.7,35053,14,CE,E004
68.3,121658,4,EC,E112
62.6,176730,21,CE,E186
79.3,15428,933,CE,E167
70.4,44594,833,CS,E164
70.6,62679,14,EE,E237
72.7,67059,388,MT,E151
76.6,13570,493,CE,E008
61.4,85292,17,EC,E081
58.8,122846,10,ME,E083
65,86770,489,ME,E127
71.7,7788,548,IE,E115
60.6,31899,8,EE,E210
73.7,29842,19,EC,E104
59,58546,18,ME,E014
67.1,101993,441,CS,E110
58,84985,862,EE,E134
70.1,107271,10,EC,E096
72.3,183113,888,ME,E169
61.9,32053,313,CS,E156
80.4,15126,347,AE,E105
73.6,19581,8,EE,E030
58.8,43822,21,CH,E044
87.4,2883,20,CS,E056
70.5,5958,187,IE,E060
61.6,58058,12,ME,E166
78.2,13813,16,EE,E022
70.9,20691,20,CS,E240
70,45191,565,CS,E038
67,54282,14,EE,E033
73.5,29291,4,CO,E237
68.9,32776,7,IE,E151
71.2,149527,763,CS,E045
73.5,13646,716,BT,E012
56.2,122583,64,EC,E213
92.4,32,105,CS,E005
62,128866,14,EE,E273
70.4,22052,265,CE,E041
67.6,164520,647,CS,E202
70.5,23892,20,EC,E167
71,79043,806,EC,E092
72.6,56797,591,EC,E146
67.7,36892,504,CS,E176
72.5,86146,236,CS,E182
64.9,33704,250,BT,E078
65.2,52144,14,CE,E181
78.1,19483,277,CS,E209
68.6,35776,3,IE,E068
76.5,20349,16,EC,E014
79.6,16716,19,EE,E037
61.5,143305,5,EC,E216
72.4,49021,19,CE,E105
77.6,23235,354,CE,E034
56.3,52754,776,CE,E018
93.5,387,791,EE,E005
77.5,15690,628,ME,E001
68.7,95016,7,EE,E274
56.6,49897,950,CS,E164
72.4,37084,771,BI,E237
73,17164,845,EE,E007
69.2,51760,412,ME,E160
59,41386,174,EC,E087
72.6,164952,747,ME,E165
58.6,217219,246,ME,E089
68.3,128048,16,ME,E213
71.5,51988,8,CS,E272
70.9,14303,17,EC,E099
64.1,140245,14,ME,E096
56.4,36140,16,EC,E062
57.5,33830,364,IE,E144
72,15145,800,EE,E128
63,43782,8,ME,E166
57,42995,943,EE,E066
59.9,51660,7,EC,E077
74.4,23121,652,IE,E068
82.6,14569,163,BT,E241
68,35000,11,EC,E087
79.2,23462,18,EE,E079
80.2,6070,458,ME,E241
62.2,117367,20,ME,E180
59.9,287325,301,EI,E059
66.5,48476,20,CE,E135
67.9,38599,140,CE,E273
61.9,57042,954,CS,E154
57.1,42670,2,EI,E008
82,16621,19,AE,E183
80.9,12549,265,ME,E021
88.2,3235,8,BT,E009
74.7,11264,18,EE,E126
74.5,17835,12,CS,E014
69.6,84677,10,ME,E113
72.1,24720,15,EC,E029
72.2,29152,892,EE,E210
74.9,24760,510,CS,E104
88.1,2579,6,ME,E003
71.5,52242,855,ME,E199
59.8,125907,11,IM,E082
66.7,78239,845,CS,E081
71.2,30262,559,EC,E113
81.1,10556,10,EC,E235
67,188654,3,CE,E193
75.7,10303,221,EE,E099
73,27433,4,CE,E062
58,69641,6,ME,E203
64,175172,3,ME,E092
77.9,17007,4,EC,E034
61.4,46572,11,CE,E130
90.5,2585,13,ME,E003
69.4,99363,17,CE,E075
81.5,17035,19,CS,E029
83.7,3153,454,ME,E009
84,4801,609,CS,E141
65.9,36859,142,CE,E113
80.7,4861,185,EC,E007
82.4,4346,16,EE,E001
70.9,37593,7,CS,E203
73,111833,64,CE,E117
76.8,7647,119,EI,E007
70.3,30310,4,IE,E108
71.8,7676,313,IE,E016
72.9,20762,165,EE,E047
69,48530,115,CS,E095
69.1,75689,17,TC,E091
68.2,164546,13,ME,E124
72.3,21557,14,CE,E158
70,43983,173,EC,E182
69.2,43448,18,CE,E167
61.1,74353,238,CE,E094
67.6,47247,502,CS,E507
70.1,222088,971,EC,E139
58.1,37211,862,BT,E062
59.5,233524,333,EC,E044
68.2,50786,801,CS,E081
58.2,38551,13,CE,E041
89.5,1118,908,CS,E012
89.5,1253,927,CS,E016
71.7,359390,15,EC,E175
90.4,4852,246,IE,E071
67.5,71724,485,CE,E161
75.3,13010,511,CS,E206
58.5,47775,513,ME,E011
70.6,15946,20,EC,E107
73.6,23049,17,EC,E209
57.5,80793,945,EC,E015
79.6,24914,988,EE,E212
74.2,11391,11,ME,E082
70.7,37970,9,BT,E114
67.2,94557,918,CS,E180
64.7,30043,320,CS,E044
58.6,47911,13,CE,E132
68.6,39528,7,IE,E123
58.4,55303,539,IE,E130
77,17356,9,EE,E103
80.3,12386,623,EC,E105
82.5,23985,512,BM,E124
63,57121,16,IE,E198
66.4,42270,780,IE,E113
57.1,101688,459,CS,E119
59.6,32623,10,EC,E066
74.5,10564,672,EC,E113
60.1,139762,20,EC,E139
71.3,18145,175,EE,E031
73.7,22970,751,EE,E145
72.6,28499,588,ME,E065
80.8,9764,765,CE,E166
58.7,56164,16,CS,E188
90.4,4590,933,EC,E056
70.2,141876,576,ME,E210
72.8,11743,290,CS,E060
72,43068,727,EE,E216
69.6,67344,14,EC,E252
63.8,68986,10,EC,E154
77,18919,6,EC,E156
71.4,49982,352,EE,E011
57.4,51095,15,EC,E033
68.5,64119,508,CS,E171
68,99356,18,ME,E094
88,1283,374,CH,E005
57.3,70516,17,CE,E114
80.3,21146,534,SE,E186
58.1,86244,602,EC,E208
77.6,11355,293,BT,E016
67.1,133991,913,ME,E252
70.4,68393,896,CS,E046
75.4,7770,393,CS,E129
64.8,113367,19,CE,E100
58.7,42520,10,IE,E111
65.3,111734,342,CS,E045
